"category","package","file","width","height","aspect","reason","source"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_10_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_10_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_11_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_11_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_12_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_12_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_13_ycl.png","256","128","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_13_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_14_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_14_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_15_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_15_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_16_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_16_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_17_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_17_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_18_ycl.png","256","128","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_18_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_19_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_19_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_20_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_20_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_22_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_22_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_23_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_23_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_01_xcl.png","512","64","8","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_01_xcl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_02_ycl.png","8","256","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_02_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_03_cl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_03_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_08_cl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_08_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_smokeline_01_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_smokeline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_smokeline_02_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_smokeline_02_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_timeline_01_ycl.png","512","128","4","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_timeline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_01_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_02_cl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_02_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_03_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_03_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_04_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_04_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_05_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_05_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_06_cl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_06_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_m_auraline_08_1_warp.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_m_auraline_08_1_warp.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_m_auraline_tilerefine_05_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_m_auraline_tilerefine_05_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_r_auraline_01.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_r_auraline_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_s_auraline_01_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_s_auraline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_s_auraline_02_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_s_auraline_02_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_w_noteline_01.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_w_noteline_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_w_noteline_01_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_w_noteline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_w_noteline_02.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_w_noteline_02.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_HIGH_01","fx_k_fsm_line_01.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_01\Texture2D\fx_k_fsm_line_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_HIGH_01","fx_k_ghe_line_01.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_01\Texture2D\fx_k_ghe_line_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_HIGH_03","fx_j_dragonline_01_ycl.png","512","1024","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_03\Texture2D\fx_j_dragonline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_HIGH_03","fx_j_smokeline_high_01_ycl.png","1024","128","8","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_03\Texture2D\fx_j_smokeline_high_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_NOMIPMAP_00","fx_k_auraline_02_nomip.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_NOMIPMAP_00\Texture2D\fx_k_auraline_02_nomip.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_NOMIPMAP_00","fx_k_auraline_12_ycl_nomipmap.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_NOMIPMAP_00\Texture2D\fx_k_auraline_12_ycl_nomipmap.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_NOMIPMAP_00","fx_k_gst_digitalline_01.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_NOMIPMAP_00\Texture2D\fx_k_gst_digitalline_01.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_001.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_001.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_003.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_003.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_004.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_004.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_004_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_004_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_005.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_005.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_006.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_006.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_006_1_xcl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_006_1_xcl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_006_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_006_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_009.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_009.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_010.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_010.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_010_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_010_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_011.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_011.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_a_line_011_cl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_011_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_bg_lightbeam_falloff_01_grayscale.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_bg_lightbeam_falloff_01_grayscale.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_bg_lightbeam_falloff_01_skyfloating_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_bg_lightbeam_falloff_01_skyfloating_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_bg_lightbeam_falloff_01_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_bg_lightbeam_falloff_01_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_bg_lightbeam_falloff_02_cl.png","64","64","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_bg_lightbeam_falloff_02_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_00","fx_bg_lightbeam_falloff_03.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_bg_lightbeam_falloff_03.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_001.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_001.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_002.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_002.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_002_cl.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_002_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_003_xcl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_003_xcl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_004_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_004_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_005.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_005.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_006.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_006.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_006_cl.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_006_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_007_cl.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_007_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_008_cl.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_008_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_01","fx_c_line_009.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_01\Texture2D\fx_c_line_009.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_02","fx_d_line_002.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_002.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_02","fx_d_line_002_1.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_002_1.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_02","fx_d_line_002_1_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_002_1_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_02","fx_d_line_018_ycl.png","128","128","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_018_ycl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_02","fx_d_line_019.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_019.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_02","fx_d_line_019_cl.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_019_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_02","fx_d_line_020_cl.png","512","512","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_020_cl.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_03","fx_e_line_001.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_001.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_03","fx_e_line_002.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_002.png"
"04_All_Line_BuildingBlocks_Broad","FX_TEX_03","fx_e_line_005.png","256","256","1","line/edge building block broad","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_005.png"
